پیرمردی,نشسته,و,در,پاسیوی,بیرون,ساختمان,خشتی,که,بسیاری,از,دوچرخه,ها,در,آن,قرار,دارند,آرام,می,گیرد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
پیرمرد,بدون,لباس,که,دمپایی,,شلوار,سورمه,ای,و,کلاه,سفید,در,حالی,که,روی,صندلی,بیرون,دراز,کشیده,است,پوشیده,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22
یک,مرد,بدون,لباس,با,کلاه,سفید,روی,یک,صندلی,عرشه,,نزدیک,به,سه,دوچرخه,پارک,شده,استراحت,می,کند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
یک,مرد,نیمه,برهنه,در,فضای,بیرون,روی,صندلی,خود,خوابیده,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
مردی,که,در,صندلی,تاشو,در,خیابان,استراحت,می,کند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
یک,زن,و,شوهر,تازه,عروس,در,حالی,که,افراد,دیگر,از,پله,ها,بالا,و,پایین,می,روند,در,خارج,از,پله,های,ساختمان,در,حال,عکس,گرفتن,هستند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
بسیاری,از,افراد,,از,جمله,یک,زن,و,شوهر,با,لباس,عروس,و,کت,و,شلوار,,در,اطراف,یک,ساختمان,با,پله,های,زیادی,قدم,می,زنند,یا,ایستاده,اند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
مردم,در,پله,های,معماری,کلیسایی,مانند,جمع,شدند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
مردم,از,پله,های,جلوی,یک,کلیسا,بالا,و,پایین,می,روند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
افرادی,که,از,پله,ها,بالا,و,پایین,می,روند,و,به,یک,کلیسا,می,روند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16
گروهی,از,کودکان,خردسال,به,دور,یک,توپ,روی,زمینی,که,بدن,آب,در,پس,زمینه,است,,لگد,می,زنند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
گروهی,از,کودکان,در,حال,بازی,فوتبال,و,پس,زمینه,آب,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
برخی,از,کودکان,در,حال,بازی,فوتبال,هستند,که,در,پس,زمینه,یک,دریا,وجود,دارد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16
تعدادی,از,کودکان,در,ساحل,یک,شهر,لذت,می,برند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
کودکان,در,یک,ساحل,صخره,ای,در,حال,بازی,فوتبال,هستند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
زنی,با,لباس,نارنجی,و,شلوار,عرق,سیاه,با,دستانش,از,جلوی,اقیانوس,در,ساحل,بیرون,می,پرد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18
زنی,با,لباس,نارنجی,در,ساحل,در,فعالیت,های,بدنی,شرکت,می,کند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
زنی,که,در,ساحل,در,حال,رقص,است,و,اقیانوس,در,پس,زمینه,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
یک,زن,در,حوالی,اقیانوس,تمرین,می,کند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
دختری,زیبا,که,در,ساحل,می,رقصد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
دو,مرد,با,هم,کار,می,کنند,تا,تکه,های,چوب,را,در,اتاقی,که,برای,نجاری,درست,شده,است,,وصل,کنند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22
دو,مرد,در,حال,کار,بر,روی,یک,سازه,چوبی,در,انبار,خود,هستند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
دو,مرد,در,حال,کار,بر,روی,یک,پروژه,نجاری,با,ابزار,دستی,هستند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
دو,مرد,در,حال,کار,برای,کنار,هم,قرار,دادن,یک,قاب,چوبی,هستند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
دو,مرد,مشغول,ساختن,چیزی,از,چوب,هستند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
گروهی,از,مردم,در,بیرون,از,یک,کارناوال,,نزدیک,سواری,به,نام,جنگل,سبز,ایستاده,اند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16
جمعیتی,که,در,کنار,کلبه,ای,با,عنوان,جنگل,سبز,ایستاده,اند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
گروهی,از,مردم,که,در,مقابل,یک,کلبه,در,یک,پارکینگ,ایستاده,اند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
جمعیت,ایستاده,در,نزدیکی,GREEN,JUNGLE,نمایشگاه,در,جشنواره,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
گروهی,از,مردم,جمع,شده,اند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
دو,دختر,با,موهای,بنفش,و,یک,زن,مو,کوتاه,لبخند,می,زنند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
هنگام,گفتگو,دو,زن,مو,صورتی,,یک,زن,مسن,لبخند,می,زند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
مادری,و,دو,دخترش,لحظه,خوشی,را,سپری,می,کنند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
خانم,با,لباس,سبز,می,خندد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
یک,زن,و,دو,دختر,لباس,صورتی,پوشیده,اند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
مردی,با,کت,و,شلوار,تجاری,با,تلفن,صحبت,می,کند,و,کیف,دستی,را,در,کنار,ساختمان,آینه,دار,قدم,می,زند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23
مردی,با,کت,و,شلوار,سیاه,و,کیف,در,حالی,که,با,تلفن,همراه,خود,صحبت,می,کرد,,به,جایی,عجله,داشت,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22
یک,مرد,آسیایی,در,حالی,که,با,تلفن,صحبت,می,کرد,و,سریع,راه,می,رفت,,چمدانی,را,به,همراه,داشت,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21
مردی,با,کت,و,شلوار,در,حال,راه,رفتن,و,کیف,حمل,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
یک,تاجر,با,کت,و,شلوار,در,حال,دویدن,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
زنی,با,لباس,های,شلوار,صورتی,و,شلوار,جین,آبی,در,حالی,که,یک,فنجان,قهوه,را,در,دست,دارد,در,حال,عبور,از,خیابان,تا,حدودی,شلوغ,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29
سبزه,ای,با,شلوار,جین,در,خیابان,قدم,می,زند,و,یک,فنجان,قهوه,را,از,دست,می,دهد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19
یک,زن,شیک,پوش,با,قهوه,خود,از,کنار,تئاترهای,یک,مجتمع,بزرگ,خرید,عبور,می,کند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17
یک,زن,سبزه,که,با,یک,فنجان,در,کوچه,و,خیابان,قدم,می,زند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
بانویی,که,در,خیابان,فنجانی,را,در,حال,قدم,زدن,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
پسر,جوانی,با,سر,تراشیده,و,لباس,یقه,سفید,کثیف,مرغی,را,در,بغل,گرفته,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16
یک,پسر,کوچک,طاس,در,حالی,که,دو,مرد,در,پس,زمینه,نشسته,اند,,جوجه,ای,را,در,دست,دارد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
پسر,جوانی,با,سر,تراشیده,مرغی,را,زیر,بازوی,چپ,خود,نگه,داشته,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
کودک,خردسال,در,شرایط,فقر,جوجه,ای,در,دست,دارد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
پسر,جوانی,طاس,که,جوجه,ای,در,دست,دارد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
دختری,جوان,روی,صندلی,کوچکی,نشسته,است,که,اطراف,آن,را,پارچه,ها,و,کیف,های,دست,ساز,می,داند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
دختری,که,کلاهی,رنگارنگ,به,سر,دارد,روی,حصیر,بافته,شده,نشسته,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
زن,جوانی,در,جنگل,باران,قالی,می,کند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
زنی,با,کلاه,قرمزی,روی,فرش,می,نشیند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
زنی,که,در,یک,کلبه,نشسته,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
زن,و,شوهر,روی,طاقچه,کنار,آب,نشسته,اند,,زن,به,جلو,خم,شده,و,مرد,نگاهش,را,به,سمت,آب,می,کند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23
یک,زن,و,مرد,نشسته,اند,و,مشرف,به,آب,هستند,و,زنان,خم,شده,اند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16
یک,زن,و,مرد,روی,دیوار,دریا,نشسته,اند,و,به,آب,نگاه,می,کنند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
مردی,روی,دیوار,نشسته,و,به,یک,توده,آب,نگاه,می,کند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
زن,و,شوهر,در,کنار,یک,آب,در,زیر,آسمان,صاف,نشسته,اند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
یک,سگ,قهوه,ای,و,سفید,و,یک,سگ,سیاه,و,سفید,که,در,یک,اسباب,بازی,شناور,از,اقیانوس,منتقل,می,شود,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23
دو,سگ,با,طنابی,در,دهان,خود,از,میان,آب,می,دوند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
هر,دو,سگ,اسباب,بازی,بازی,را,از,آب,بازیابی,می,کنند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
دو,سگ,یک,اسباب,بازی,جویدن,را,در,موج,سواری,کشیدن,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
دو,سگ,در,اقیانوس,با,یک,اسباب,بازی,بازی,می,کنند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
سه,جوان,وجود,دارد,,یكی,از,آنها,موهای,تیره,دارد,و,نوشیدنی,بطری,را,در,دست,دارد,,یكی,از,آنها,كمر,را,خم,كرده,و,انگشتش,را,در,دهان,دارد,و,یكی,دیگر,موهایش,را,دارد,,,,,,,,,,,,,,,,,,,,,,,,,,,36
وقتی,دختران,در,حالی,که,در,خیابانی,شلوغ,ایستاده,اند,,نوشیدنی,می,نوشند,,سه,دختر,صورت,می,گیرند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18
سه,زن,جوان,در,یک,رژه,جلوی,دوربین,می,روند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
سه,زن,در,خیابان,در,حال,نوشیدن,و,ژست,گرفتن,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
جوانان,در,خیابان,مهمانی,می,گیرند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
پسری,با,لباس,راه,راه,آبی,و,شلوار,خاکستری,,یک,اسکوتر,آبی,در,دست,دارد,,در,حال,دیدن,رودخانه,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
چندین,نفر,در,امتداد,آبراه,راه,می,روند,,از,جمله,یک,پسر,با,اسکوتر,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
پسری,با,لباس,راگبی,که,کنار,یک,آب,ایستاده,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
پسری,با,لباس,راه,راه,به,دریاچه,آرام,نگاه,می,کند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
پسری,در,کنار,یک,برکه,در,پارک,قدم,می,زند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
کودک,بور,با,کت,مشکی,بزرگ,,روسری,چند,رنگ,و,کلاه,بافتنی,که,جلوی,پنجره,ایستاده,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17
پسر,کوچکی,که,روسری,و,کلاه,چند,رنگی,به,سر,دارد,,در,حالی,که,به,پایین,نگاه,می,کند,,چهره,غم,انگیزی,دارد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23
پسر,کوچکتر,روسری,راه,راه,و,کلاه,جوراب,ساق,بلند,به,سر,دارد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
کودکی,که,بیرون,با,کلاه,و,روسری,همسان,ایستاده,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
پسر,جوان,برای,هوای,سرد,لباس,پوشیده,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
یک,سگ,قهوه,ای,در,فضای,باز,با,یک,توپ,تنیس,در,دهان,خود,شنا,می,کند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17
یک,سگ,قرمز,,در,حالی,که,یک,توپ,را,در,دست,دارد,,از,طریق,آب,پر,از,پوشش,گیاهی,پاشیده,می,شود,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22
یک,سگ,قهوه,ای,با,حمل,توپ,تنیس,از,آب,عمیق,گردن,می,گذرد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
یک,سگ,قهوه,ای,در,حالی,که,توپ,را,در,دهان,خود,دارد,,در,آب,پاشیده,می,شود,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18
سگ,قهوه,ای,با,توپ,تنیس,در,دهان,,در,آب,و,بوته,ها,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
دو,سگ,قهوه,ای,در,حالی,که,در,رودخانه,می,دوند,در,حال,ایجاد,پاشش,های,بزرگ,هستند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18
دو,سگ,قهوه,ای,از,میان,آب,رد,می,شوند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
دو,سگ,قهوه,ای,که,از,آب,عبور,می,کنند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
دو,سگ,از,آب,می,پاشند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
دو,سگ,قهوه,ای,در,آب,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
دو,زن,جوان,جذاب,جلوی,فروشگاه,سکه,هایی,را,برای,مجریان,خیابانی,رها,می,کنند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
دو,زن,از,سرگرمی,مجریان,خیابانی,لذت,می,برند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
دو,مرد,وانمود,می,کنند,که,اساسنامه,هستند,در,حالی,که,زنان,نگاه,می,کنند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
دو,زن,جوان,متوقف,می,شوند,و,مجریان,خیابانی,را,تماشا,می,کنند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
عابران,پیاده,با,هنرمندان,خیابانی,تعامل,دارند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
یک,دختر,کوچک,مو,قرمز,در,آب,استخر,حباب,می,وزد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
دختری,جوان,با,موهای,قرمز,در,آب,زلال,حباب,می,زند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
دختری,که,در,استخر,شنا,حباب,می,زند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
دختربچه,ای,که,در,آب,حباب,می,وزد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
کودکی,که,در,آب,حباب,می,وزد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
یک,لاگ,سیاه,در,ساحل,به,آب,می,ریزد,,از,دور,شناگران,و,در,پیش,زمینه,دریای,دریایی,قرار,دارند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
انبوهی,از,جلبک,های,دریایی,روی,شن,ها,نشسته,است,,پشت,آن,یک,سگ,سیاه,بزرگ,در,آب,در,حال,دویدن,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22
سگی,در,ساحل,اقیانوس,,با,جلبک,دریایی,در,پیش,زمینه,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
یک,سگ,سیاه,در,کنار,دسته,ای,از,جلبک,های,دریایی,به,داخل,اقیانوس,می,دود,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16
سگی,در,ساحل,در,میان,موج,ها,می,دود,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
پسر,کوچک,,با,لباس,آستین,کوتاه,و,شلوارک,,بیرون,می,دود,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
پسر,کوچک,لباس,نوار,چوبی,مشکی,به,تن,کرده,و,روی,عرشه,راه,می,رود,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
پسر,کوچک,با,لباس,راه,راه,و,شورت,قهوه,ای,در,حال,دویدن,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
پسر,جوان,در,حال,فرار,روی,پیاده,رو,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
پسر,جوانی,در,حالی,که,صندل,بر,سر,دارد,می,دود,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
یک,سگ,خزدار,سعی,می,کند,با,تکان,دادن,آب,کت,خود,را,خشک,کند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
یک,سگ,قهوه,ای,و,سفید,در,حالی,که,برف,می,بارد,بیرون,ایستاده,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
سگ,بزرگ,و,قهوه,ای,و,سفید,آب,را,از,خود,لرزاند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
سگی,به,چیزی,نزدیک,آب,نگاه,می,کند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
سگی,سفید,و,قهوه,ای,که,خودش,را,خشک,می,کند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
دو,مرد,با,کوله,پشتی,هایی,که,جلوی,آنها,قرار,گرفته,اند,و,مقابل,نرده,نشسته,اند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17
دو,مرد,روی,زمین,نشسته,اند,و,از,کوله,پشتی,های,خود,عبور,می,کنند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
دو,مرد,با,کوله,پشتی,در,امتداد,نرده,روی,مقوا,نشسته,اند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
دو,مردی,که,مقابل,نرده,نشسته,اند,و,به,چیزی,نگاه,می,کنند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
دو,مرد,مسن,با,کوله,پشتی,در,ایستگاه,اتوبوس,نشسته,اند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
شخصی,در,حالی,که,از,داخل,آن,سوراخ,می,کند,,قطعه,ای,از,آن,را,که,به,نظر,می,رسد,پلاستیک,شفاف,است,,روی,یک,سطح,سخت,پایین,نگه,داشته,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31
یک,کل,کوچک,در,حالی,که,به,طور,ایمن,روی,یک,میز,کار,نگه,داشته,می,شود,در,داخل,یک,تکه,پلاستیک,سفید,حفر,می,شود,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26
شخصی,با,استفاده,از,دستگاه,برش,اره,برقی,روی,یک,پروژه,کار,می,کند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
دستی,که,یک,شی,را,در,حالی,که,سوراخی,در,آن,سوراخ,شده,نگه,داشته,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16
شخصی,در,حال,حفاری,مقداری,پلاستیک,روی,یک,بلوک,چوبی,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
دختران,دربی,غلتکی,منتظر,دور,بعدی,عمل!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
گروهی,از,افراد,که,آماده,حضور,در,rollerskate,هستند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
یک,تیم,دربی,غلتکی,زنان,در,حال,استراحت,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
زنانی,که,رولکر,پوشیده,اند,روی,زمین,می,نشینند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
بعضی,غلتک,ها,نشسته,اند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
پسر,بچه,با,شورت,آبی,روی,تخت,تندرست,می,زند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
پسری,از,یک,تخت,به,تخت,دیگر,می,پرد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
پسری,از,تخت,سبز,بالا,پرید,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
کودک,کوچک,در,حال,پریدن,روی,تخت,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
پسری,دارد,روی,تخت,می,پرد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
مردی,ایستاده,است,و,دستهایش,را,جمع,کرده,است,و,به,چیزی,نگاه,می,کند,در,حالی,که,فرد,پشت,سرش,به,یکی,از,دو,تخت,اتاق,می,پرد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29
مردی,که,لباسی,زرد,پوشیده,است,و,در,وسط,دو,تخت,ایستاده,است,و,پسری,در,پس,زمینه,می,پرد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
یک,کودک,خردسال,که,به,عنوان,یک,مرد,روی,تخت,می,پرد,,طرف,دیگر,را,نگاه,می,کند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18
