image_name,comment_number,comment-fa,comment,
191003283,0,پسر بچه ای نوپا با تاپ قرمز و شورت خاکی در خیابان اروپا با زنی با تاپ سفید و شلوار جین آبی کمرنگ قدم میزند,A toddler boy in a red tank top and khaki shorts walks on the European street with a woman in a white top and faded blue jeans,
191003283,1,پسر جوانی که لباس قرمز بر تن دارد در خیابان ایستاده و دستانش را کاملاً باز کرده است,A young boy wearing a red shirt stands in the street with his arms open wide,
191003283,2,یک پسر کوچک بور و یک زن جوان با شلوار جین از یک میدان عبور میکنند,A little blond boy and a young woman in jeans walk through a plaza,
191003283,3,یک زن راه میرود و یک پسر کوچک هم به کنار او میرود,A woman walks and a little boy walks to the side of her,
191003283,4,کودک لباسی قرمز به تن کرده و در یک میدان حضور دارد,The baby is wearing a red shirt and walking in a plaza,
191003284,0,یک مرد به یک دختر جوان کمک میکند تا در دوچرخه ای که برای او خیلی بزرگ است تعادل برقرار کند,A man helps a young girl balance on a bicycle that is too big for her,
191003284,1,این مرد درحال کمک به دختری با لباس نارنجی روی دوچرخه است,This man is helping a girl in an orange dress onto a bicycle,
191003284,2,مردی به دختری کمک میکند که روی دوچرخه ای بزرگ بنشیند,A man is helping a girl sit on a large bicycle,
191003284,3,مردی که دوچرخه سوار یک دختر کوچک است,A man holding onto a small girl on a bike,
191003284,4,یک مرد به یک دختر کوچک کمک میکند تا دوچرخه سواری کند,A man helps a little girl ride a bike,
191003285,0,مردی که لباس مشکی پوشیده و دختری لباس نارنجی رنگی که بر روی پیاده رو نشسته و مشغول خوردن غذا است,A man wearing a black shirt and a girl wearing an orange shirt sitting on the pavement eating,
191003285,1,مردی که لباس مشکی به تن دارد و دختربچه ای که لباس نارنجی به تن دارد از این غذای مشترک بهره میبرند,A man wearing a black shirt and a little girl wearing an orange dress share a treat,
191003285,2,یک مرد و یک دختر کوچک در یک پیاده رو نزدیک کیسه آبی نشسته اند و مشغول خوردن غذا هستند,A man and a little girl are sitting on a sidewalk near a blue bag eating,
191003285,3,یک مرد و یک دختر جوان در خیابان های شهر یک وعده غذایی میخورند,A man and young girl eat a meal on a city street,
191003285,4,یک زن و مرد روی زمین مینشینند و غذا میخورند,A man and a girl sit on the ground and eat,
191003287,0,مردی با عینک آفتابی و لباس مشکی دختری را با لباس نارنجی که کنار کیسه باز شده نشسته است بستنی میدهد,A man with sunglasses and a black shirt feeds ice cream to a girl with an orange dress on who is sitting beside an opened bag,
191003287,1,مردی با لباس مشکی و دختر کوچکش که نارنجی به تن دارد درحال پذیرایی هستند,A man in a black shirt and his little girl wearing orange are sharing a treat,
191003287,2,مردی درحالی که در نزدیکی ساختمان با تماشاگران نشسته است به کودک غذا میدهد,A man is feeding a child food while sitting near a building with onlookers,
191003287,3,یک مرد نشسته برای یک دختر بچه غذا سرو میکند, A man seated serves food to a little girl,
191003287,4,پدری که فرزندش را در خیابان تغذیه میکند,A father feeding his child on the street,
191103855,0,زن و مرد مسن در کنار هم روی تردمیل های اتاق تناسب اندام قدم میزنند,Woman and older man are walking side-by-side on treadmills in a fitness room,
191103855,1,یک زن و یک مرد مسن تر روی تردمیل های کنار هم میدوند,A younger woman and older man are running on treadmills next to each other,
191103855,2,زن کوچکتر و پیرتر روی تردمیل میدوند,A younger woman and older man run on treadmills,
191103855,3,یک زن و مرد مسن روی تردمیل ورزش میکنند,An older man and woman exercise on treadmills,
191103855,4,دو نفر داخل تردمیل میدوند,Two people running on a treadmill inside,
191227760,0,مردی با بازوهای عضلانی با صدای بلند به سمت میکروفون سر مرد دیگری که به نظر میرسد او نیز فریاد میزند فریاد میزند, A man with muscular arms shouts into a microphone at another man who also appears to be shouting,
191227760,1,یک پسر عرق خورده فریاد میکروفون را میکشد که جلوی پسری با لباس بنفش ایستاده است,A sweaty guy yelling into a microphone standing in front of a guy in a purple shirt,
191227760,2,یک جوان سیاه پوست میکروفون را فریاد میزند درحالی که یک مرد سفیدپوست جوان فریاد میزند,A young black man shouts into a microphone while a young white man shouts back,
191227760,3,پسری دارد درحال خواندن میکروفون است,A guy is singing into a microphone,
191227760,4,دو مرد که در یک مراسم آواز میخوانند,Two men singing at an event,
1912483048,0,زنی با کیف پول مشکی و مانتو قهوه ای بیرون خیابان خیابان شهر ایستاده است و ماشین پلیس در خیابان رانندگی میکند,A woman with a black purse and brown coat is standing outside on a city street and there 's a police car driving down the street,
1912483048,1,هنگامی که در خیابان های شهر قدم میزند زنی از چشمان خود در برابر آفتاب محافظت میکند,A woman shields her eyes from the sun as she walks on a city street,
1912483048,2,زنی با کت صورتی چشمهایش را در برابر آفتاب محافظت میکند,A woman in a pink coat shields her eyes from the sun,
1912483048,3,زنی که چشم خود را از قرار گرفتن در معرض آفتاب میپوشاند,a woman covering her eyes from exposure from sun,
